u  SPECEFF
14.2352941176 0.509941630487
14.7058823529 0.348375568612
15.1764705882 0.226342604824
15.6470588235 0.139854461472
16.1176470588 0.0821821951944
16.5882352941 0.0459272610939
17.0588235294 0.0244092678166
17.5294117647 0.0123375905999
18.0 0.00593058253097
18.4705882353 0.00271116375449
18.9411764706 0.0
19.4117647059 0.0
19.8823529412 0.0
20.3529411765 0.0
20.8235294118 0.0
21.2941176471 0.0
21.7647058824 0.0
