clin values
3.693693693693694824e-02  3.531734882793006403e+00
3.753753753753752420e-02  3.517010869665137207e+00
3.813813813813815567e-02  3.502264736254137922e+00
3.873873873873873164e-02  3.487497277008243302e+00
3.933933933933930760e-02  3.472709284557498499e+00
3.993993993993993907e-02  3.457901549645989725e+00
4.054054054054051504e-02  3.443074861064593151e+00
4.114114114114114651e-02  3.428230005584227413e+00
4.174174174174172247e-02  3.413367767889653681e+00
4.234234234234235394e-02  3.398488930513782869e+00
4.294294294294292991e-02  3.383594273772545957e+00
4.354354354354356138e-02  3.368684575700290118e+00
4.414414414414413734e-02  3.353760611985753926e+00
4.474474474474471331e-02  3.338823155908575480e+00
4.534534534534534478e-02  3.323872978276385393e+00
4.594594594594592074e-02  3.308910847362474428e+00
4.654654654654655221e-02  3.293937528844021578e+00
4.714714714714712818e-02  3.278953785740935434e+00
4.774774774774775965e-02  3.263960378355265757e+00
4.834834834834833561e-02  3.248958064211224794e+00
4.894894894894896709e-02  3.233947597995804557e+00
4.954954954954954305e-02  3.218929731500017599e+00
5.015015015015011901e-02  3.203905213560733323e+00
5.075075075075075048e-02  3.188874790003147996e+00
5.135135135135132645e-02  3.173839203583888047e+00
5.195195195195195792e-02  3.158799193934717309e+00
5.255255255255253388e-02  3.143755497506917518e+00
5.315315315315316536e-02  3.128708847516273650e+00
5.375375375375374132e-02  3.113659973888731169e+00
5.435435435435437279e-02  3.098609603206695429e+00
5.495495495495494875e-02  3.083558458655984769e+00
5.555555555555552472e-02  3.068507259973441315e+00
5.615615615615615619e-02  3.053456723395211014e+00
5.675675675675673215e-02  3.038407561605696028e+00
5.735735735735736363e-02  3.023360483687161260e+00
5.795795795795793959e-02  3.008316195070042998e+00
5.855855855855857106e-02  2.993275397483907696e+00
5.915915915915914702e-02  2.978238788909126189e+00
5.975975975975977850e-02  2.963207063529202934e+00
6.036036036036035446e-02  2.948180911683824235e+00
6.096096096096093042e-02  2.933161019822577487e+00
6.156156156156156189e-02  2.918148070459380072e+00
6.216216216216213786e-02  2.903142742127607701e+00
6.276276276276276933e-02  2.888145709335913303e+00
6.336336336336334529e-02  2.873157642524772015e+00
6.396396396396397677e-02  2.858179208023705176e+00
6.456456456456455273e-02  2.843211068009249942e+00
6.516516516516518420e-02  2.828253880463604819e+00
6.576576576576576016e-02  2.813308299134019475e+00
6.636636636636633613e-02  2.798374973492882667e+00
6.696696696696696760e-02  2.783454548698537590e+00
6.756756756756754356e-02  2.768547665556817083e+00
6.816816816816817504e-02  2.753654960483297831e+00
6.876876876876875100e-02  2.738777065466277971e+00
6.936936936936938247e-02  2.723914608030484796e+00
6.996996996996995843e-02  2.709068211201507204e+00
7.057057057057058991e-02  2.694238493470945350e+00
7.117117117117116587e-02  2.679426068762307267e+00
7.177177177177174183e-02  2.664631546397622675e+00
7.237237237237237331e-02  2.649855531064782443e+00
7.297297297297294927e-02  2.635098622785629008e+00
7.357357357357358074e-02  2.620361416884750660e+00
7.417417417417415670e-02  2.605644503959035685e+00
7.477477477477478818e-02  2.590948469847931257e+00
7.537537537537536414e-02  2.576273895604460407e+00
7.597597597597599561e-02  2.561621357466949078e+00
7.657657657657657158e-02  2.546991426831505034e+00
7.717717717717714754e-02  2.532384670225205081e+00
7.777777777777777901e-02  2.517801649280039022e+00
7.837837837837835497e-02  2.503242920707572150e+00
7.897897897897898645e-02  2.488709036274327602e+00
7.957957957957956241e-02  2.474200542777928558e+00
8.018018018018019388e-02  2.459717982023930993e+00
8.078078078078076985e-02  2.445261890803421156e+00
8.138138138138140132e-02  2.430832800871310706e+00
8.198198198198197728e-02  2.416431238925380587e+00
8.258258258258255324e-02  2.402057726586029673e+00
8.318318318318318472e-02  2.387712780376762378e+00
8.378378378378376068e-02  2.373396911705389911e+00
8.438438438438439215e-02  2.359110626845950076e+00
8.498498498498496811e-02  2.344854426921357593e+00
8.558558558558559959e-02  2.330628807886748977e+00
8.618618618618617555e-02  2.316434260513568155e+00
8.678678678678680702e-02  2.302271270374337764e+00
8.738738738738738299e-02  2.288140317828169845e+00
8.798798798798795895e-02  2.274041878006955564e+00
8.858858858858859042e-02  2.259976420802281449e+00
8.918918918918916638e-02  2.245944410853041973e+00
8.978978978978979786e-02  2.231946307533751117e+00
9.039039039039037382e-02  2.217982564943552948e+00
9.099099099099100529e-02  2.204053631895928511e+00
9.159159159159158126e-02  2.190159951909097735e+00
9.219219219219221273e-02  2.176301963197103007e+00
9.279279279279278869e-02  2.162480098661590855e+00
9.339339339339336465e-02  2.148694785884259773e+00
9.399399399399399613e-02  2.134946447120007473e+00
9.459459459459457209e-02  2.121235499290744730e+00
9.519519519519520356e-02  2.107562353979876235e+00
9.579579579579577953e-02  2.093927417427468463e+00
9.639639639639641100e-02  2.080331090526063686e+00
9.699699699699698696e-02  2.066773768817174783e+00
9.759759759759761844e-02  2.053255842488422633e+00
9.819819819819819440e-02  2.039777696371340543e+00
9.879879879879877036e-02  2.026339709939822153e+00
9.939939939939940183e-02  2.012942257309221272e+00
9.999999999999997780e-02  1.999585707236088306e+00
1.006006006006006093e-01  1.986270423118548623e+00
1.012012012012011852e-01  1.972996762997322184e+00
1.018018018018018167e-01  1.959765079557350687e+00
1.024024024024023927e-01  1.946575720130082177e+00
1.030030030030029686e-01  1.933429026696348529e+00
1.036036036036036001e-01  1.920325335889869089e+00
1.042042042042041761e-01  1.907264979001380256e+00
1.048048048048048075e-01  1.894248281983340387e+00
1.054054054054053835e-01  1.881275565455271970e+00
1.060060060060060150e-01  1.868347144709672003e+00
1.066066066066065909e-01  1.855463329718536336e+00
1.072072072072072224e-01  1.842624425140455102e+00
1.078078078078077984e-01  1.829830730328303900e+00
1.084084084084083743e-01  1.817082539337500080e+00
1.090090090090090058e-01  1.804380140934840338e+00
1.096096096096095818e-01  1.791723818607904084e+00
1.102102102102102132e-01  1.779113850575009481e+00
1.108108108108107892e-01  1.766550509795740576e+00
1.114114114114114207e-01  1.754034063982006897e+00
1.120120120120119966e-01  1.741564775609669047e+00
1.126126126126126281e-01  1.729142901930685650e+00
1.132132132132132041e-01  1.716768694985806309e+00
1.138138138138137800e-01  1.704442401617787484e+00
1.144144144144144115e-01  1.692164263485134379e+00
1.150150150150149875e-01  1.679934517076358658e+00
1.156156156156156189e-01  1.667753393724748401e+00
1.162162162162161949e-01  1.655621119623642779e+00
1.168168168168168264e-01  1.643537915842208541e+00
1.174174174174174023e-01  1.631503998341709005e+00
1.180180180180180338e-01  1.619519577992259540e+00
1.186186186186186098e-01  1.607584860590072218e+00
1.192192192192191857e-01  1.595700046875168532e+00
1.198198198198198172e-01  1.583865332549561300e+00
1.204204204204203932e-01  1.572080908295917956e+00
1.210210210210210247e-01  1.560346959796652611e+00
1.216216216216216006e-01  1.548663667753502393e+00
1.222222222222222321e-01  1.537031207907519015e+00
1.228228228228228081e-01  1.525449751059526404e+00
1.234234234234234395e-01  1.513919463090991346e+00
1.240240240240240155e-01  1.502440504985336212e+00
1.246246246246245915e-01  1.491013032849660025e+00
1.252252252252252229e-01  1.479637197936884752e+00
1.258258258258257989e-01  1.468313146668305924e+00
1.264264264264264304e-01  1.457041020656539621e+00
1.270270270270270063e-01  1.445820956728877782e+00
1.276276276276276378e-01  1.434653086951017231e+00
1.282282282282282138e-01  1.423537538651187928e+00
1.288288288288288452e-01  1.412474434444642268e+00
1.294294294294294212e-01  1.401463892258528299e+00
1.300300300300299972e-01  1.390506025357114650e+00
1.306306306306306286e-01  1.379600942367383176e+00
1.312312312312312046e-01  1.368748747304965541e+00
1.318318318318318361e-01  1.357949539600425082e+00
1.324324324324324120e-01  1.347203414125884402e+00
1.330330330330330435e-01  1.336510461221967372e+00
1.336336336336336195e-01  1.325870766725088856e+00
1.342342342342342509e-01  1.315284411995042202e+00
1.348348348348348269e-01  1.304751473942914020e+00
1.354354354354354029e-01  1.294272025059295617e+00
1.360360360360360343e-01  1.283846133442796633e+00
1.366366366366366103e-01  1.273473862828854442e+00
1.372372372372372418e-01  1.263155272618823322e+00
1.378378378378378177e-01  1.252890417909350740e+00
1.384384384384384492e-01  1.242679349522020305e+00
1.390390390390390252e-01  1.232522114033268501e+00
1.396396396396396566e-01  1.222418753804553893e+00
1.402402402402402326e-01  1.212369307012793440e+00
1.408408408408408086e-01  1.202373807681026197e+00
1.414414414414414400e-01  1.192432285709339679e+00
1.420420420420420160e-01  1.182544766906022282e+00
1.426426426426426475e-01  1.172711273018934852e+00
1.432432432432432234e-01  1.162931821767124729e+00
1.438438438438438549e-01  1.153206426872635859e+00
1.444444444444444309e-01  1.143535098092541391e+00
1.450450450450450623e-01  1.133917841251173897e+00
1.456456456456456383e-01  1.124354658272554541e+00
1.462462462462462143e-01  1.114845547213010324e+00
1.468468468468468457e-01  1.105390502293978949e+00
1.474474474474474217e-01  1.095989513934992443e+00
1.480480480480480532e-01  1.086642568786824636e+00
1.486486486486486291e-01  1.077349649764820061e+00
1.492492492492492606e-01  1.068110736082362289e+00
1.498498498498498366e-01  1.058925803284516354e+00
1.504504504504504681e-01  1.049794823281801515e+00
1.510510510510510440e-01  1.040717764384118116e+00
1.516516516516516200e-01  1.031694591334800126e+00
1.522522522522522515e-01  1.022725265344802015e+00
1.528528528528528274e-01  1.013809744127011525e+00
1.534534534534534589e-01  1.004947981930671697e+00
1.540540540540540349e-01  9.961399295759209016e-01
1.546546546546546663e-01  9.873855344884352458e-01
1.552552552552552423e-01  9.786847407341758842e-01
1.558558558558558738e-01  9.700374890542177164e-01
1.564564564564564497e-01  9.614437168996852190e-01
1.570570570570570257e-01  9.529033584667494505e-01
1.576576576576576572e-01  9.444163447317184268e-01
1.582582582582582331e-01  9.359826034861916666e-01
1.588588588588588646e-01  9.276020593722758001e-01
1.594594594594594406e-01  9.192746339178716752e-01
1.600600600600600720e-01  9.110002455720002112e-01
1.606606606606606480e-01  9.027788097401918677e-01
1.612612612612612240e-01  8.946102388199076438e-01
1.618618618618618554e-01  8.864944422360048204e-01
1.624624624624624314e-01  8.784313264762327877e-01
1.630630630630630629e-01  8.704207951267538546e-01
1.636636636636636388e-01  8.624627489076902576e-01
1.642642642642642703e-01  8.545570857086811634e-01
1.648648648648648463e-01  8.467037006244604314e-01
1.654654654654654777e-01  8.389024859904264941e-01
1.660660660660660537e-01  8.311533314182298904e-01
1.666666666666666297e-01  8.234561238313407028e-01
1.672672672672672611e-01  8.158107475006168841e-01
1.678678678678678371e-01  8.082170840798589273e-01
1.684684684684684686e-01  8.006750126413343382e-01
1.690690690690690445e-01  7.931844097112932257e-01
1.696696696696696760e-01  7.857451493054434799e-01
1.702702702702702520e-01  7.783571029643976402e-01
1.708708708708708834e-01  7.710201397890793507e-01
1.714714714714714594e-01  7.637341264760902915e-01
1.720720720720720354e-01  7.564989273530234870e-01
1.726726726726726668e-01  7.493144044137290960e-01
1.732732732732732428e-01  7.421804173535245797e-01
1.738738738738738743e-01  7.350968236043361470e-01
1.744744744744744502e-01  7.280634783697848000e-01
1.750750750750750817e-01  7.210802346601915547e-01
1.756756756756756577e-01  7.141469433275207113e-01
1.762762762762762891e-01  7.072634531002303104e-01
1.768768768768768651e-01  7.004296106180528669e-01
1.774774774774774411e-01  6.936452604666804023e-01
1.780780780780780725e-01  6.869102452123609925e-01
1.786786786786786485e-01  6.802244054364048331e-01
1.792792792792792800e-01  6.735875797695789480e-01
1.798798798798798559e-01  6.669996049264175220e-01
1.804804804804804874e-01  6.604603157394043356e-01
1.810810810810810634e-01  6.539695451930608305e-01
1.816816816816816949e-01  6.475271244579129393e-01
1.822822822822822708e-01  6.411328829243386762e-01
1.828828828828828468e-01  6.347866482362953811e-01
1.834834834834834782e-01  6.284882463249240603e-01
1.840840840840840542e-01  6.222375014420206130e-01
1.846846846846846857e-01  6.160342361933743849e-01
1.852852852852852616e-01  6.098782715719777148e-01
1.858858858858858931e-01  6.037694269910843792e-01
1.864864864864864691e-01  5.977075203171375861e-01
1.870870870870871006e-01  5.916923679025432037e-01
1.876876876876876765e-01  5.857237846182994367e-01
1.882882882882882525e-01  5.798015838864697402e-01
1.888888888888888840e-01  5.739255777125031877e-01
1.894894894894894599e-01  5.680955767173991866e-01
1.900900900900900914e-01  5.623113901697019967e-01
1.906906906906906674e-01  5.565728260173413711e-01
1.912912912912912988e-01  5.508796909192987812e-01
1.918918918918918748e-01  5.452317902771068869e-01
1.924924924924925063e-01  5.396289282661742570e-01
1.930930930930930822e-01  5.340709078669403365e-01
1.936936936936936582e-01  5.285575308958428975e-01
1.942942942942942897e-01  5.230885980361110743e-01
1.948948948948948656e-01  5.176639088683798740e-01
1.954954954954954971e-01  5.122832619011052913e-01
1.960960960960960731e-01  5.069464546008062289e-01
1.966966966966967045e-01  5.016532834221056891e-01
1.972972972972972805e-01  4.964035438375863363e-01
1.978978978978979120e-01  4.911970303674435545e-01
1.984984984984984879e-01  4.860335366089525988e-01
1.990990990990990639e-01  4.809128552657226940e-01
1.996996996996996954e-01  4.758347781767607865e-01
2.003003003003002713e-01  4.707990963453300703e-01
2.009009009009009028e-01  4.658055999675965175e-01
2.015015015015015343e-01  4.608540784610773433e-01
2.021021021021020547e-01  4.559443204928751436e-01
2.027027027027026862e-01  4.510761140076998132e-01
2.033033033033033177e-01  4.462492462556848505e-01
2.039039039039038381e-01  4.414635038199820061e-01
2.045045045045044696e-01  4.367186726441432132e-01
2.051051051051051011e-01  4.320145380592854134e-01
2.057057057057057325e-01  4.273508848110357805e-01
2.063063063063062530e-01  4.227274970862579528e-01
2.069069069069068845e-01  4.181441585395497262e-01
2.075075075075075159e-01  4.136006523195281392e-01
2.081081081081081474e-01  4.090967610948827438e-01
2.087087087087086679e-01  4.046322670802036670e-01
2.093093093093092993e-01  4.002069520615809672e-01
2.099099099099099308e-01  3.958205974219849987e-01
2.105105105105104513e-01  3.914729841664051357e-01
2.111111111111110827e-01  3.871638929467627888e-01
2.117117117117117142e-01  3.828931040865988233e-01
2.123123123123123457e-01  3.786603976055186727e-01
2.129129129129128661e-01  3.744655532434108536e-01
2.135135135135134976e-01  3.703083504844257856e-01
2.141141141141141291e-01  3.661885685807290125e-01
2.147147147147146495e-01  3.621059865760073437e-01
2.153153153153152810e-01  3.580603833287427373e-01
2.159159159159159125e-01  3.540515375352553673e-01
2.165165165165165440e-01  3.500792277524971130e-01
2.171171171171170644e-01  3.461432324206162314e-01
2.177177177177176959e-01  3.422433298852762817e-01
2.183183183183183274e-01  3.383792984197421250e-01
2.189189189189189588e-01  3.345509162467193431e-01
2.195195195195194793e-01  3.307579615599601786e-01
2.201201201201201108e-01  3.270002125456188402e-01
2.207207207207207422e-01  3.232774474033779377e-01
2.213213213213212627e-01  3.195894443673262808e-01
2.219219219219218941e-01  3.159359817265925408e-01
2.225225225225225256e-01  3.123168378457459315e-01
2.231231231231231571e-01  3.087317911849490892e-01
2.237237237237236775e-01  3.051806203198687006e-01
2.243243243243243090e-01  3.016631039613447141e-01
2.249249249249249405e-01  2.981790209748217957e-01
2.255255255255254609e-01  2.947281503995336505e-01
2.261261261261260924e-01  2.913102714674449256e-01
2.267267267267267239e-01  2.879251636219562482e-01
2.273273273273273554e-01  2.845726065363642920e-01
2.279279279279278758e-01  2.812523801320797046e-01
2.285285285285285073e-01  2.779642645966029502e-01
2.291291291291291388e-01  2.747080404012656740e-01
2.297297297297297702e-01  2.714834883187220993e-01
2.303303303303302907e-01  2.682903894402062228e-01
2.309309309309309222e-01  2.651285251925455944e-01
2.315315315315315536e-01  2.619976773549385629e-01
2.321321321321320741e-01  2.588976280754895498e-01
2.327327327327327056e-01  2.558281598875055685e-01
2.333333333333333370e-01  2.527890557255570991e-01
2.339339339339339685e-01  2.497800989412979344e-01
2.345345345345344890e-01  2.468010733190516004e-01
2.351351351351351204e-01  2.438517630911547218e-01
2.357357357357357519e-01  2.409319529530730697e-01
2.363363363363362724e-01  2.380414280782757741e-01
2.369369369369369038e-01  2.351799741328769733e-01
2.375375375375375353e-01  2.323473772900445378e-01
2.381381381381381668e-01  2.295434242441738992e-01
2.387387387387386872e-01  2.267679022248326459e-01
2.393393393393393187e-01  2.240205990104672529e-01
2.399399399399399502e-01  2.213013029418877675e-01
2.405405405405405816e-01  2.186098029355166006e-01
2.411411411411411021e-01  2.159458884964099989e-01
2.417417417417417336e-01  2.133093497310504238e-01
2.423423423423423650e-01  2.106999773599163572e-01
2.429429429429428855e-01  2.081175627298209596e-01
2.435435435435435170e-01  2.055618978260262131e-01
2.441441441441441484e-01  2.030327752841380451e-01
2.447447447447447799e-01  2.005299884017724688e-01
2.453453453453453004e-01  1.980533311500032034e-01
2.459459459459459318e-01  1.956025981845867512e-01
2.465465465465465633e-01  1.931775848569705356e-01
2.471471471471470838e-01  1.907780872250803283e-01
2.477477477477477152e-01  1.884039020638885176e-01
2.483483483483483467e-01  1.860548268757726831e-01
2.489489489489489782e-01  1.837306599006521268e-01
2.495495495495494986e-01  1.814312001259149321e-01
2.501501501501501301e-01  1.791562472961305275e-01
2.507507507507507616e-01  1.769056019225535847e-01
2.513513513513513931e-01  1.746790652924148923e-01
2.519519519519519135e-01  1.724764394780071985e-01
2.525525525525525450e-01  1.702975273455587524e-01
2.531531531531531765e-01  1.681421325639071707e-01
2.537537537537536969e-01  1.660100596129654438e-01
2.543543543543543284e-01  1.639011137919823835e-01
2.549549549549549599e-01  1.618151012276069778e-01
2.555555555555555913e-01  1.597518288817489640e-01
2.561561561561561118e-01  1.577111045592402283e-01
2.567567567567567433e-01  1.556927369152988072e-01
2.573573573573573747e-01  1.536965354628005154e-01
2.579579579579578952e-01  1.517223105793507054e-01
2.585585585585585267e-01  1.497698735141653192e-01
2.591591591591591581e-01  1.478390363947629238e-01
2.597597597597597896e-01  1.459296122334619583e-01
2.603603603603603101e-01  1.440414149336932126e-01
2.609609609609609415e-01  1.421742592961222629e-01
2.615615615615615730e-01  1.403279610245908027e-01
2.621621621621620934e-01  1.385023367318697352e-01
2.627627627627627249e-01  1.366972039452304666e-01
2.633633633633633564e-01  1.349123811118398131e-01
2.639639639639639879e-01  1.331476876039701940e-01
2.645645645645645083e-01  1.314029437240353815e-01
2.651651651651651398e-01  1.296779707094493361e-01
2.657657657657657713e-01  1.279725907373113203e-01
2.663663663663664027e-01  1.262866269289176224e-01
2.669669669669669232e-01  1.246199033541031259e-01
2.675675675675675547e-01  1.229722450354109320e-01
2.681681681681681861e-01  1.213434779520979473e-01
2.687687687687687066e-01  1.197334290439721755e-01
2.693693693693693381e-01  1.181419262150633365e-01
2.699699699699699695e-01  1.165687983371355846e-01
2.705705705705706010e-01  1.150138752530353164e-01
2.711711711711711215e-01  1.134769877798800786e-01
2.717717717717717529e-01  1.119579677120896150e-01
2.723723723723723844e-01  1.104566478242622191e-01
2.729729729729729049e-01  1.089728618738952798e-01
2.735735735735735363e-01  1.075064446039512983e-01
2.741741741741741678e-01  1.060572317452768976e-01
2.747747747747747993e-01  1.046250600188689955e-01
2.753753753753753197e-01  1.032097671379940684e-01
2.759759759759759512e-01  1.018111918101610169e-01
2.765765765765765827e-01  1.004291737389518963e-01
2.771771771771772142e-01  9.906355362570631873e-02
2.777777777777777346e-01  9.771417317106786959e-02
2.783783783783783661e-01  9.638087507638892770e-02
2.789789789789789975e-01  9.506350304500024717e-02
2.795795795795795180e-01  9.376190178334256609e-02
2.801801801801801495e-01  9.247591700196461373e-02
2.807807807807807809e-01  9.120539541638948700e-02
2.813813813813814124e-01  8.995018474784866047e-02
2.819819819819819329e-01  8.871013372388833473e-02
2.825825825825825643e-01  8.748509207884656858e-02
2.831831831831831958e-01  8.627491055420673238e-02
2.837837837837837163e-01  8.507944089882535366e-02
2.843843843843843477e-01  8.389853586903765759e-02
2.849849849849849792e-01  8.273204922864325905e-02
2.855855855855856107e-01  8.157983574877172850e-02
2.861861861861861311e-01  8.044175120763220888e-02
2.867867867867867626e-01  7.931765239014451629e-02
2.873873873873873941e-01  7.820739708746010654e-02
2.879879879879880256e-01  7.711084409636741188e-02
2.885885885885885460e-01  7.602785321858807066e-02
2.891891891891891775e-01  7.495828525996257874e-02
2.897897897897898090e-01  7.390200202953128850e-02
2.903903903903903294e-01  7.285886633850646721e-02
2.909909909909909609e-01  7.182874199914131286e-02
2.915915915915915924e-01  7.081149382349813393e-02
2.921921921921922238e-01  6.980698762211261232e-02
2.927927927927927443e-01  6.881509020256108833e-02
2.933933933933933758e-01  6.783566936792877200e-02
2.939939939939940072e-01  6.686859391518291951e-02
2.945945945945945277e-01  6.591373363345102987e-02
2.951951951951951592e-01  6.497095930220507520e-02
2.957957957957957906e-01  6.404014268935712129e-02
2.963963963963964221e-01  6.312115654926210573e-02
2.969969969969969426e-01  6.221387462063449753e-02
2.975975975975975740e-01  6.131817162437742941e-02
2.981981981981982055e-01  6.043392326132716180e-02
2.987987987987988370e-01  5.956100620991385680e-02
2.993993993993993574e-01  5.869929812374044542e-02
2.999999999999999889e-01  5.784867762908035838e-02

