xlin values
3.693693693693691493e-01 4.721794839123198972e-01
3.753753753753752420e-01 4.721062944811759698e-01
3.813813813813813347e-01 4.719902358627508510e-01
3.873873873873874274e-01 4.718312993513876785e-01
3.933933933933935201e-01 4.716294892970027686e-01
3.993993993993991687e-01 4.713848230767822001e-01
4.054054054054052614e-01 4.710973310611219489e-01
4.114114114114113541e-01 4.707670565738361068e-01
4.174174174174174468e-01 4.703940558466599975e-01
4.234234234234235394e-01 4.699783979680789425e-01
4.294294294294291880e-01 4.695201648265170946e-01
4.354354354354352807e-01 4.690194510479251955e-01
4.414414414414413734e-01 4.684763639278050062e-01
4.474474474474474661e-01 4.678910233577175948e-01
4.534534534534535588e-01 4.672635617463225532e-01
4.594594594594596515e-01 4.665941239349957748e-01
4.654654654654653001e-01 4.658828671080850192e-01
4.714714714714713928e-01 4.651299606978553935e-01
4.774774774774774855e-01 4.643355862841889170e-01
4.834834834834835782e-01 4.634999374890976798e-01
4.894894894894896709e-01 4.626232198661217598e-01
4.954954954954953195e-01 4.617056507846768465e-01
5.015015015015014122e-01 4.607474593094271209e-01
5.075075075075075048e-01 4.597488860747572237e-01
5.135135135135135975e-01 4.587101831544221908e-01
5.195195195195196902e-01 4.576316139264564598e-01
5.255255255255253388e-01 4.565134529334256563e-01
5.315315315315314315e-01 4.553559857381062614e-01
5.375375375375375242e-01 4.541595087746861381e-01
5.435435435435436169e-01 4.529243291955727946e-01
5.495495495495497096e-01 4.516507647139073045e-01
5.555555555555553582e-01 4.503391434418783645e-01
5.615615615615614509e-01 4.489898037249368534e-01
5.675675675675675436e-01 4.476030939720115898e-01
5.735735735735736363e-01 4.461793724818290952e-01
5.795795795795797289e-01 4.447190072654451098e-01
5.855855855855853775e-01 4.432223758650924994e-01
5.915915915915914702e-01 4.416898651694580735e-01
5.975975975975975629e-01 4.401218712254985066e-01
6.036036036036036556e-01 4.385187990469084363e-01
6.096096096096097483e-01 4.368810624193570358e-01
6.156156156156153969e-01 4.352090837026084680e-01
6.216216216216214896e-01 4.335032936296455142e-01
6.276276276276275823e-01 4.317641311029155604e-01
6.336336336336336750e-01 4.299920429878210659e-01
6.396396396396397677e-01 4.281874839035746949e-01
6.456456456456454163e-01 4.263509160115459551e-01
6.516516516516515090e-01 4.244828088012205236e-01
6.576576576576576016e-01 4.225836388739016569e-01
6.636636636636636943e-01 4.206538897242773078e-01
6.696696696696697870e-01 4.186940515199813473e-01
6.756756756756754356e-01 4.167046208792788975e-01
6.816816816816815283e-01 4.146861006470003996e-01
6.876876876876876210e-01 4.126389996688597517e-01
6.936936936936937137e-01 4.105638325642804731e-01
6.996996996996998064e-01 4.084611194978631787e-01
7.057057057057054550e-01 4.063313859496249236e-01
7.117117117117115477e-01 4.041751624841395385e-01
7.177177177177176404e-01 4.019929845187109052e-01
7.237237237237237331e-01 3.997853920907082914e-01
7.297297297297298257e-01 3.975529296241965826e-01
7.357357357357359184e-01 3.952961456959882547e-01
7.417417417417415670e-01 3.930155928012512012e-01
7.477477477477476597e-01 3.907118271187976499e-01
7.537537537537537524e-01 3.883854082761872273e-01
7.597597597597598451e-01 3.860368991147687945e-01
7.657657657657659378e-01 3.836668654547930046e-01
7.717717717717715864e-01 3.812758758607178167e-01
7.777777777777776791e-01 3.788645014068373063e-01
7.837837837837837718e-01 3.764333154433576190e-01
7.897897897897898645e-01 3.739828933630423013e-01
7.957957957957959572e-01 3.715138123685531313e-01
8.018018018018016058e-01 3.690266512406066290e-01
8.078078078078076985e-01 3.665219901070660979e-01
8.138138138138137911e-01 3.640004102130917074e-01
8.198198198198198838e-01 3.614624936924612508e-01
8.258258258258259765e-01 3.589088233401836470e-01
8.318318318318316251e-01 3.563399823865153748e-01
8.378378378378377178e-01 3.537565542724937506e-01
8.438438438438438105e-01 3.511591224271023437e-01
8.498498498498499032e-01 3.485482700461708383e-01
8.558558558558559959e-01 3.459245798731241939e-01
8.618618618618616445e-01 3.432886339816815235e-01
8.678678678678677372e-01 3.406410135606106615e-01
8.738738738738738299e-01 3.379822987006416146e-01
8.798798798798799226e-01 3.353130681836338223e-01
8.858858858858860152e-01 3.326338992740993095e-01
8.918918918918916638e-01 3.299453675131739927e-01
8.978978978978977565e-01 3.272480465151302864e-01
9.039039039039038492e-01 3.245425077665232694e-01
9.099099099099099419e-01 3.218293204280559539e-01
9.159159159159160346e-01 3.191090511392509210e-01
9.219219219219216832e-01 3.163822638260107567e-01
9.279279279279277759e-01 3.136495195111475009e-01
9.339339339339338686e-01 3.109113761279624355e-01
9.399399399399399613e-01 3.081683883369456534e-01
9.459459459459460540e-01 3.054211073456739589e-01
9.519519519519517026e-01 3.026700807319742115e-01
9.579579579579577953e-01 2.999158522704203911e-01
9.639639639639638879e-01 2.971589617622296675e-01
9.699699699699699806e-01 2.943999448686184239e-01
9.759759759759760733e-01 2.916393329476786866e-01
9.819819819819821660e-01 2.888776528948296951e-01
9.879879879879878146e-01 2.861154269869014555e-01
9.939939939939939073e-01 2.833531727298963521e-01
1.000000000000000000e+00 2.805914027104829955e-01
1.006006006006005649e+00 2.778306244512613876e-01
1.012012012012012185e+00 2.750713402698451437e-01
1.018018018018017834e+00 2.723140471418022401e-01
1.024024024024024371e+00 2.695592365674830404e-01
1.030030030030030019e+00 2.668073944427819533e-01
1.036036036036035668e+00 2.640590009338488198e-01
1.042042042042042205e+00 2.613145303557922183e-01
1.048048048048047853e+00 2.585744510553910080e-01
1.054054054054054390e+00 2.558392252978375914e-01
1.060060060060060039e+00 2.531093091575383758e-01
1.066066066066065687e+00 2.503851524129792061e-01
1.072072072072072224e+00 2.476671984456781939e-01
1.078078078078077873e+00 2.449558841432337708e-01
1.084084084084084409e+00 2.422516398064729626e-01
1.090090090090090058e+00 2.395548890607146209e-01
1.096096096096095707e+00 2.368660487711400642e-01
1.102102102102102243e+00 2.341855289622805647e-01
1.108108108108107892e+00 2.315137327416159074e-01
1.114114114114114429e+00 2.288510562272754179e-01
1.120120120120120077e+00 2.261978884798439005e-01
1.126126126126125726e+00 2.235546114382505056e-01
1.132132132132132263e+00 2.209215998597381103e-01
1.138138138138137911e+00 2.182992212638943108e-01
1.144144144144144448e+00 2.156878358807233220e-01
1.150150150150150097e+00 2.130877966027476533e-01
1.156156156156155745e+00 2.104994489411072534e-01
1.162162162162162282e+00 2.079231309856399701e-01
1.168168168168167931e+00 2.053591733689144050e-01
1.174174174174174468e+00 2.028078992341805220e-01
1.180180180180180116e+00 2.002696242072188049e-01
1.186186186186185765e+00 1.977446563720414718e-01
1.192192192192192302e+00 1.952332962504205183e-01
1.198198198198197950e+00 1.927358367852026744e-01
1.204204204204204487e+00 1.902525633273668970e-01
1.210210210210210136e+00 1.877837536267931151e-01
1.216216216216215784e+00 1.853296778266882994e-01
1.222222222222222321e+00 1.828905984616343849e-01
1.228228228228227970e+00 1.804667704592070876e-01
1.234234234234234506e+00 1.780584411451149318e-01
1.240240240240240155e+00 1.756658502518165799e-01
1.246246246246245803e+00 1.732892299305550943e-01
1.252252252252252340e+00 1.709288047667645305e-01
1.258258258258257989e+00 1.685847917987911004e-01
1.264264264264264526e+00 1.662574005398698151e-01
1.270270270270270174e+00 1.639468330033077570e-01
1.276276276276275823e+00 1.616532837308055914e-01
1.282282282282282360e+00 1.593769398238660817e-01
1.288288288288288008e+00 1.571179809782254355e-01
1.294294294294294545e+00 1.548765795212418139e-01
1.300300300300300194e+00 1.526529004521872401e-01
1.306306306306305842e+00 1.504471014853687727e-01
1.312312312312312379e+00 1.482593330960211842e-01
1.318318318318318028e+00 1.460897385689044481e-01
1.324324324324324564e+00 1.439384540495346199e-01
1.330330330330330213e+00 1.418056085979888248e-01
1.336336336336335862e+00 1.396913242452083315e-01
1.342342342342342398e+00 1.375957160517378153e-01
1.348348348348348047e+00 1.355188921688292025e-01
1.354354354354354584e+00 1.334609539018373481e-01
1.360360360360360232e+00 1.314219957758453183e-01
1.366366366366366769e+00 1.294021056034391770e-01
1.372372372372372418e+00 1.274013645545716833e-01
1.378378378378378066e+00 1.254198472284344390e-01
1.384384384384384603e+00 1.234576217272749799e-01
1.390390390390390252e+00 1.215147497320838293e-01
1.396396396396396788e+00 1.195912865800782265e-01
1.402402402402402437e+00 1.176872813439179821e-01
1.408408408408408086e+00 1.158027769125726247e-01
1.414414414414414622e+00 1.139378100737767907e-01
1.420420420420420271e+00 1.120924115979990282e-01
1.426426426426426808e+00 1.102666063238502692e-01
1.432432432432432456e+00 1.084604132448680480e-01
1.438438438438438105e+00 1.066738455975975997e-01
1.444444444444444642e+00 1.049069109509066927e-01
1.450450450450450290e+00 1.031596112964605488e-01
1.456456456456456827e+00 1.014319431402859462e-01
1.462462462462462476e+00 9.972389759536096077e-02
1.468468468468468124e+00 9.803546047515457329e-02
1.474474474474474661e+00 9.636661238805380170e-02
1.480480480480480310e+00 9.471732883260952640e-02
1.486486486486486847e+00 9.308758029353014773e-02
1.492492492492492495e+00 9.147733233836392863e-02
1.498498498498498144e+00 8.988654571479740008e-02
1.504504504504504681e+00 8.831517644850989113e-02
1.510510510510510329e+00 8.676317594151930490e-02
1.516516516516516866e+00 8.523049107095201360e-02
1.522522522522522515e+00 8.371706428818141699e-02
1.528528528528528163e+00 8.222283371826623333e-02
1.534534534534534700e+00 8.074773325963344184e-02
1.540540540540540349e+00 7.929169268394430092e-02
1.546546546546546885e+00 7.785463773608174154e-02
1.552552552552552534e+00 7.643649023420789890e-02
1.558558558558558182e+00 7.503716816982700100e-02
1.564564564564564719e+00 7.365658580780480580e-02
1.570570570570570368e+00 7.229465378628630035e-02
1.576576576576576905e+00 7.095127921645660862e-02
1.582582582582582553e+00 6.962636578209789595e-02
1.588588588588588202e+00 6.831981383888398318e-02
1.594594594594594739e+00 6.703152051336783157e-02
1.600600600600600387e+00 6.576137980161064767e-02
1.606606606606606924e+00 6.450928266740252326e-02
1.612612612612612573e+00 6.327511714003235255e-02
1.618618618618618221e+00 6.205876841155610890e-02
1.624624624624624758e+00 6.086011893352300667e-02
1.630630630630630407e+00 5.967904851311517378e-02
1.636636636636636943e+00 5.851543440865600298e-02
1.642642642642642592e+00 5.736915142445160598e-02
1.648648648648648241e+00 5.624007200491994846e-02
1.654654654654654777e+00 5.512806632797365852e-02
1.660660660660660426e+00 5.403300239761796991e-02
1.666666666666666963e+00 5.295474613572539319e-02
1.672672672672672611e+00 5.189316147295771481e-02
1.678678678678678260e+00 5.084811043879557124e-02
1.684684684684684797e+00 4.981945325064870284e-02
1.690690690690690445e+00 4.880704840201362943e-02
1.696696696696696982e+00 4.781075274964736999e-02
1.702702702702702631e+00 4.683042159973315605e-02
1.708708708708708279e+00 4.586590879300551232e-02
1.714714714714714816e+00 4.491706678881342285e-02
1.720720720720720465e+00 4.398374674809397283e-02
1.726726726726727001e+00 4.306579861523290170e-02
1.732732732732732650e+00 4.216307119879207643e-02
1.738738738738738299e+00 4.127541225107894673e-02
1.744744744744744835e+00 4.040266854654166184e-02
1.750750750750750484e+00 3.954468595896899752e-02
1.756756756756757021e+00 3.870130953747694114e-02
1.762762762762762669e+00 3.787238358126791132e-02
1.768768768768768318e+00 3.705775171314409228e-02
1.774774774774774855e+00 3.625725695176341967e-02
1.780780780780780503e+00 3.547074178262368122e-02
1.786786786786787040e+00 3.469804822776242914e-02
1.792792792792792689e+00 3.393901791416335800e-02
1.798798798798798337e+00 3.319349214085740019e-02
1.804804804804804874e+00 3.246131194471121167e-02
1.810810810810810523e+00 3.174231816489510999e-02
1.816816816816817060e+00 3.103635150602241863e-02
1.822822822822822708e+00 3.034325259995678328e-02
1.828828828828828357e+00 2.966286206628040295e-02
1.834834834834834894e+00 2.899502057142108388e-02
1.840840840840840542e+00 2.833956888643516733e-02
1.846846846846847079e+00 2.769634794344272635e-02
1.852852852852852727e+00 2.706519889071709595e-02
1.858858858858858376e+00 2.644596314642553431e-02
1.864864864864864913e+00 2.583848245102399188e-02
1.870870870870870561e+00 2.524259891830738997e-02
1.876876876876877098e+00 2.465815508511599863e-02
1.882882882882882747e+00 2.408499395970454746e-02
1.888888888888889284e+00 2.352295906877446136e-02
1.894894894894894932e+00 2.297189450317766238e-02
1.900900900900900581e+00 2.243164496229418242e-02
1.906906906906907118e+00 2.190205579709266978e-02
1.912912912912912766e+00 2.138297305187958353e-02
1.918918918918919303e+00 2.087424350474404583e-02
1.924924924924924952e+00 2.037571470670892018e-02
1.930930930930930600e+00 1.988723501959451315e-02
1.936936936936937137e+00 1.940865365260669578e-02
1.942942942942942786e+00 1.893982069765884693e-02
1.948948948948949322e+00 1.848058716343746813e-02
1.954954954954954971e+00 1.803080500822507731e-02
1.960960960960960620e+00 1.759032717148964475e-02
1.966966966966967156e+00 1.715900760425511512e-02
1.972972972972972805e+00 1.673670129826495753e-02
1.978978978978979342e+00 1.632326431395142788e-02
1.984984984984984990e+00 1.591855380722621838e-02
1.990990990990990639e+00 1.552242805510438417e-02
1.996996996996997176e+00 1.513474648017816213e-02
2.003003003003002824e+00 1.475536967395457005e-02
2.009009009009009361e+00 1.438415941907210914e-02
2.015015015015015010e+00 1.402097871041326112e-02
2.021021021021020658e+00 1.366569177512720785e-02
2.027027027027027195e+00 1.331816409158074511e-02
2.033033033033032844e+00 1.297826240725295094e-02
2.039039039039039380e+00 1.264585475559048058e-02
2.045045045045045029e+00 1.232081047184136607e-02
2.051051051051050678e+00 1.200300020788356778e-02
2.057057057057057214e+00 1.169229594606684998e-02
2.063063063063062863e+00 1.138857101208500672e-02
2.069069069069069400e+00 1.109170008689639234e-02
2.075075075075075048e+00 1.080155921771128527e-02
2.081081081081080697e+00 1.051802582806355031e-02
2.087087087087087234e+00 1.024097872698544881e-02
2.093093093093092882e+00 9.970298117303899935e-03
2.099099099099099419e+00 9.705865603076185497e-03
2.105105105105105068e+00 9.447564196184459612e-03
2.111111111111110716e+00 9.195278322106849311e-03
2.117117117117117253e+00 8.948893824884316534e-03
2.123123123123122902e+00 8.708297971301981813e-03
2.129129129129129439e+00 8.473379454302834568e-03
2.135135135135135087e+00 8.244028395653689098e-03
2.141141141141140736e+00 8.020136347880832406e-03
2.147147147147147273e+00 7.801596295494837852e-03
2.153153153153152921e+00 7.588302655522845969e-03
2.159159159159159458e+00 7.380151277366411681e-03
2.165165165165165106e+00 7.177039442004292183e-03
2.171171171171170755e+00 6.978865860557403877e-03
2.177177177177177292e+00 6.785530672235204688e-03
2.183183183183182940e+00 6.596935441681264431e-03
2.189189189189189477e+00 6.412983155735671459e-03
2.195195195195195126e+00 6.233578219633188408e-03
2.201201201201200774e+00 6.058626452653860690e-03
2.207207207207207311e+00 5.888035083244578562e-03
2.213213213213212960e+00 5.721712743628752651e-03
2.219219219219219497e+00 5.559569463921187372e-03
2.225225225225225145e+00 5.401516665766026813e-03
2.231231231231230794e+00 5.247467155513895615e-03
2.237237237237237331e+00 5.097335116955823212e-03
2.243243243243242979e+00 4.951036103630184967e-03
2.249249249249249516e+00 4.808487030718933651e-03
2.255255255255255165e+00 4.669606166549882149e-03
2.261261261261260813e+00 4.534313123720372374e-03
2.267267267267267350e+00 4.402528849858715690e-03
2.273273273273272999e+00 4.274175618038620998e-03
2.279279279279279535e+00 4.149177016861986186e-03
2.285285285285285184e+00 4.027457940225376634e-03
2.291291291291290833e+00 3.908944576784726885e-03
2.297297297297297369e+00 3.793564399133275179e-03
2.303303303303303018e+00 3.681246152706822445e-03
2.309309309309309555e+00 3.571919844430556951e-03
2.315315315315315203e+00 3.465516731121462066e-03
2.321321321321320852e+00 3.361969307659692669e-03
2.327327327327327389e+00 3.261211294942536511e-03
2.333333333333333037e+00 3.163177627634026871e-03
2.339339339339339574e+00 3.067804441722913385e-03
2.345345345345345223e+00 2.975029061901872211e-03
2.351351351351350871e+00 2.884789988780034863e-03
2.357357357357357408e+00 2.797026885941053791e-03
2.363363363363363057e+00 2.711680566858586279e-03
2.369369369369369593e+00 2.628692981680448050e-03
2.375375375375375242e+00 2.548007203893115202e-03
2.381381381381380891e+00 2.469567416877230422e-03
2.387387387387387427e+00 2.393318900365079549e-03
2.393393393393393076e+00 2.319208016810507533e-03
2.399399399399399613e+00 2.247182197681261463e-03
2.405405405405405261e+00 2.177189929684101351e-03
2.411411411411411798e+00 2.109180740931913042e-03
2.417417417417417447e+00 2.043105187062704223e-03
2.423423423423423095e+00 1.978914837319205311e-03
2.429429429429429632e+00 1.916562260598314756e-03
2.435435435435435281e+00 1.856001011478892191e-03
2.441441441441441818e+00 1.797185616236180112e-03
2.447447447447447466e+00 1.740071558851248416e-03
2.453453453453453115e+00 1.684615267023023034e-03
2.459459459459459651e+00 1.630774098190783394e-03
2.465465465465465300e+00 1.578506325574393753e-03
2.471471471471471837e+00 1.527771124239304425e-03
2.477477477477477485e+00 1.478528557193459127e-03
2.483483483483483134e+00 1.430739561522447129e-03
2.489489489489489671e+00 1.384365934569580393e-03
2.495495495495495319e+00 1.339370320166898953e-03
2.501501501501501856e+00 1.295716194923068713e-03
2.507507507507507505e+00 1.253367854573987986e-03
2.513513513513513153e+00 1.212290400401409493e-03
2.519519519519519690e+00 1.172449725725021631e-03
2.525525525525525339e+00 1.133812502472924481e-03
2.531531531531531876e+00 1.096346167835334168e-03
2.537537537537537524e+00 1.060018911006203445e-03
2.543543543543543173e+00 1.024799660017064072e-03
2.549549549549549710e+00 9.906580686673968020e-04
2.555555555555555358e+00 9.575645035554741693e-04
2.561561561561561895e+00 9.254900312134571160e-04
2.567567567567567544e+00 8.944064053504457426e-04
2.573573573573573192e+00 8.642860542068073627e-04
2.579579579579579729e+00 8.351020680230788161e-04
2.585585585585585378e+00 8.068281866265010309e-04
2.591591591591591914e+00 7.794387871379914248e-04
2.597597597597597563e+00 7.529088718023603868e-04
2.603603603603603212e+00 7.272140559441998007e-04
2.609609609609609748e+00 7.023305560518735245e-04
2.615615615615615397e+00 6.782351779918134680e-04
2.621621621621621934e+00 6.549053053550889843e-04
2.627627627627627582e+00 6.323188879382491724e-04
2.633633633633633231e+00 6.104544303600730653e-04
2.639639639639639768e+00 5.892909808158806797e-04
2.645645645645645416e+00 5.688081199708476749e-04
2.651651651651651953e+00 5.489859499935682841e-04
2.657657657657657602e+00 5.298050837311530335e-04
2.663663663663663250e+00 5.112466340267715452e-04
2.669669669669669787e+00 4.932922031806614158e-04
2.675675675675675436e+00 4.759238725553437913e-04
2.681681681681681972e+00 4.591241923256889480e-04
2.687687687687687621e+00 4.428761713744637529e-04
2.693693693693693270e+00 4.271632673337039370e-04
2.699699699699699806e+00 4.119693767723237206e-04
2.705705705705705455e+00 3.972788255301481879e-04
2.711711711711711992e+00 3.830763591984760741e-04
2.717717717717717640e+00 3.693471337472540618e-04
2.723723723723723289e+00 3.560767062987221830e-04
2.729729729729729826e+00 3.432510260474260812e-04
2.735735735735735474e+00 3.308564253263248647e-04
2.741741741741742011e+00 3.188796108186347611e-04
2.747747747747747660e+00 3.073076549150492113e-04
2.753753753753753308e+00 2.961279872157766618e-04
2.759759759759759845e+00 2.853283861768798652e-04
2.765765765765765494e+00 2.748969709002450261e-04
2.771771771771772030e+00 2.648221930664744353e-04
2.777777777777777679e+00 2.550928290099393667e-04
2.783783783783783328e+00 2.456979719351343877e-04
2.789789789789789864e+00 2.366270242734562067e-04
2.795795795795795513e+00 2.278696901794349079e-04
2.801801801801802050e+00 2.194159681654074220e-04
2.807807807807807698e+00 2.112561438735868703e-04
2.813813813813813347e+00 2.033807829843951149e-04
2.819819819819819884e+00 1.957807242599193440e-04
2.825825825825825532e+00 1.884470727212884434e-04
2.831831831831832069e+00 1.813711929587130223e-04
2.837837837837837718e+00 1.745447025729328025e-04
2.843843843843843366e+00 1.679594657467314335e-04
2.849849849849849903e+00 1.616075869451822624e-04
2.855855855855855552e+00 1.554814047432423777e-04
2.861861861861862089e+00 1.495734857792652421e-04
2.867867867867867737e+00 1.438766188330225615e-04
2.873873873873873386e+00 1.383838090267365062e-04
2.879879879879879923e+00 1.330882721476618928e-04
2.885885885885885571e+00 1.279834290906978938e-04
2.891891891891892108e+00 1.230629004194893033e-04
2.897897897897897757e+00 1.183205010444972658e-04
2.903903903903904293e+00 1.137502350164469502e-04
2.909909909909909942e+00 1.093462904336058012e-04
2.915915915915915591e+00 1.051030344612755620e-04
2.921921921921922127e+00 1.010150084619220346e-04
2.927927927927927776e+00 9.707692323432540540e-05
2.933933933933934313e+00 9.328365436012631357e-05
2.939939939939939961e+00 8.963023765616877272e-05
2.945945945945945610e+00 8.611186473098710872e-05
2.951951951951952147e+00 8.272387864382909511e-05
2.957957957957957795e+00 7.946176966457286920e-05
2.963963963963964332e+00 7.632117113290372257e-05
2.969969969969969981e+00 7.329785541513046654e-05
2.975975975975975629e+00 7.038772995699593303e-05
2.981981981981982166e+00 6.758683343086892802e-05
2.987987987987987815e+00 6.489133197568722785e-05
2.993993993993994351e+00 6.229751552803028890e-05
3.000000000000000000e+00 5.980179424272081894e-05

